الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
Masa,24.0876752,32.8879689,أخرى,"Masa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1346,
Obelisk Nile Towers,24.1079276,32.9005605,إقامة,"Obelisk Nile Towers is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1347,
Blue Lotus,24.0733159,32.8807188,إقامة,"Blue Lotus is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1348,
How obelisks were made,24.0775167,32.8946862,خدمات,How obelisks were made is a service facility in Egypt that supports visitors and residents in the area.,1349,
Nubia Museum,24.0792057,32.8887082,خدمات,"The Nubia Museum in Aswan is dedicated to preserving the rich culture and heritage of Nubia, much of which was submerged following the construction of the Aswan High Dam. The beautifully designed museum houses over 3,000 artifacts spanning thousands of years of Nubian history. It features reconstructed traditional Nubian houses and explains the dramatic rescue of Abu Simbel Temples.",1350,100.0
The Granite Quarries of Aswan,24.0775096,32.8946789,خدمات,The Granite Quarries of Aswan is a service facility in Egypt that supports visitors and residents in the area.,1351,
The unfinished obelisk,24.0772393,32.8943932,خدمات,The unfinished obelisk is a service facility in Egypt that supports visitors and residents in the area.,1352,
The temple of Isis,24.0841311,32.8933504,خدمات,"The Temple of Isis at Philae Island near Aswan is one of Egypt's most romantically situated ancient monuments, surrounded by the waters of Lake Nasser. Originally located on Philae Island, it was dismantled and relocated to Agilkia Island in a massive UNESCO rescue operation after the construction of the Aswan High Dam. The temple is renowned for its well-preserved reliefs and its Sound and Light Show.",1353,180.0
Overview of Egypian Obelisks Worldwide,24.0772297,32.8944049,خدمات,Overview of Egypian Obelisks Worldwide is a service facility in Egypt that supports visitors and residents in the area.,1354,
Nile Hotel,24.0859925,32.8920782,إقامة,"Nile Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1355,
اسيوط الجديدة,27.2811003,31.293368,أخرى,"اسيوط الجديدة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1356,
Royal Tomb of Eknathon,27.6263998,30.984953,أخرى,Royal Tomb of Eknathon is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1357,
Aya Kamal Assuit,27.2680047,31.2814196,أخرى,"Aya Kamal Assuit is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1358,
سكن المحامي,27.280791,31.2645673,أخرى,"سكن المحامي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1359,
1420,27.278294,31.2629398,أخرى,"1420 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1360,
السعودى,27.2822922,31.2635112,أخرى,"السعودى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1361,
1416,27.2780553,31.2629301,أخرى,"1416 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1362,
1424,27.2788538,31.2631404,أخرى,"1424 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1363,
1093,27.2783226,31.2657989,أخرى,"1093 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1364,
1331,27.2773801,31.2644221,أخرى,"1331 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1365,
1304,27.2782826,31.2634809,أخرى,"1304 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1366,
1990,27.2792771,31.2636895,أخرى,"1990 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1367,
1382,27.2766831,31.2641918,أخرى,"1382 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1368,
سكن المدرسه,27.2865529,31.2647422,أخرى,"سكن المدرسه is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1369,
خمسينية المعدية,27.2705331,31.055905,أخرى,"خمسينية المعدية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1370,
نهضة قداسة مسرع,27.226865,31.030865,أخرى,"نهضة قداسة مسرع is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1371,
انجيلية الجاولي,27.2660906,31.0308588,أخرى,"انجيلية الجاولي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1372,
البيت,27.2823782,31.0758579,أخرى,"البيت is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1373,
منزل  رمضان ابنوب,27.2764304,31.1490164,أخرى,"منزل  رمضان ابنوب is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1374,
Vuvuzella Park,27.2629346,31.2757323,أخرى,"Vuvuzella Park is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1375,
منذل بطرس سوادة,27.2473286,31.1927617,أخرى,"منذل بطرس سوادة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1376,
"El Tor, Egypt",28.2395324,33.6134707,تاريخي,"El Tor, Egypt is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.",1377,
Gebel El Tor,28.2454301,33.6244216,إقامة,"Gebel El Tor is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1378,
Hamam Musa,28.267159,33.5960474,أخرى,"Hamam Musa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1379,
Raitho Monastery,28.2395063,33.6151369,أخرى,"Raitho Monastery is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1380,
Temple of Dendur,23.38306,32.95,أخرى,"Temple of Dendur is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1381,
Garden,25.4894234,28.9802518,إقامة,"Garden is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1382,
Gebel el-Muzawaka,25.6810829,28.8382409,تاريخي,Gebel el-Muzawaka is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1383,
Beir Gebel Tourist Camp,25.7397468,28.9221893,إقامة,"Beir Gebel Tourist Camp is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1384,
El-Negoom Hotel,25.4991704,28.9803662,إقامة,"El-Negoom Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1385,
Hotel El Qasr,25.6949026,28.8822522,إقامة,"Hotel El Qasr is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1386,
Dessert Lodge,25.7024741,28.8809606,إقامة,"Dessert Lodge is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1387,
القصر الإسلامية,25.6921045,28.8724531,أخرى,"القصر الإسلامية is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1388,
Old Citadel of Mut,25.4862925,28.9805375,أخرى,"Old Citadel of Mut is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1389,
Bedouin Camp,25.5606621,28.9496063,إقامة,"Bedouin Camp is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",1390,
Shag Rock,27.7731513,33.8846486,أخرى,"Shag Rock is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1391,
